"","Shannon"
"myco.03.01.b",0.79224765155431
"myco.03.01.d",0.880536417531351
"myco.03.01.e",1.47032293927652
"myco.03.01.f",1.87028459726469
"myco.03.01.g",1.69083632544634
"myco.03.02.g",0.972246174977239
"myco.03.02.h",1.01906309845042
"myco.03.03.c",1.44559287531303
"myco.03.03.d",1.49797575300676
"myco.03.03.e",1.44926454180643
